Antecedente,Consequente,Suporte,Confianca,Lift,Quantidade_antecedente,Pergunta,Resposta,Classificacao,Analise_critica,Utilidade
{periodo_2010_2018},{avaliacao_media},0.09098383118662648,0.717062634989201,1.1201034054261962,1,"Quando um filme apresenta lançamento entre 2010 e 2018, com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 71.71% dos filmes com lançamento entre 2010 e 2018 também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 9.10% de todos os filmes e possui lift 1.12, indicando uma associação positiva, porém modesta.",esperada,"O suporte é intermediário para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_drama, popularidade_alta}",{avaliacao_media},0.03261167443135105,0.716867469879518,1.1197985434890245,2,"Quando um filme apresenta gênero drama e popularidade alta (50 ou mais avaliações), com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 71.69% dos filmes com gênero drama e popularidade alta (50 ou mais avaliações) também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 3.26% de todos os filmes e possui lift 1.12, indicando uma associação positiva, porém modesta.",esperada,"O suporte é baixo para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_aventura, periodo_1970_1989}",{popularidade_media},0.02110167169087421,0.5579710144927537,1.1193162352303783,2,"Quando um filme apresenta gênero aventura e lançamento entre 1970 e 1989, com que frequência ele também apresenta popularidade intermediária (10 a 49 avaliações)?","Na amostra, 55.80% dos filmes com gênero aventura e lançamento entre 1970 e 1989 também apresentam popularidade intermediária (10 a 49 avaliações). A regra ocorre em 2.11% de todos os filmes e possui lift 1.12, indicando uma associação positiva, porém modesta.",esperada,"O suporte é baixo para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_romance, popularidade_media}",{avaliacao_media},0.06741573033707865,0.7151162790697674,1.1170630575023892,2,"Quando um filme apresenta gênero romance e popularidade intermediária (10 a 49 avaliações), com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 71.51% dos filmes com gênero romance e popularidade intermediária (10 a 49 avaliações) também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 6.74% de todos os filmes e possui lift 1.12, indicando uma associação positiva, porém modesta.",esperada,"O suporte é intermediário para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_drama, periodo_1990_1999}",{avaliacao_media},0.09865716634694437,0.7142857142857143,1.1157656555772995,2,"Quando um filme apresenta gênero drama e lançamento entre 1990 e 1999, com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 71.43% dos filmes com gênero drama e lançamento entre 1990 e 1999 também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 9.87% de todos os filmes e possui lift 1.12, indicando uma associação positiva, porém modesta.",esperada,"O suporte é intermediário para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_aventura, genero_suspense}",{popularidade_media},0.020553576322280078,0.5555555555555556,1.114470710402541,2,"Quando um filme apresenta gênero aventura e gênero suspense, com que frequência ele também apresenta popularidade intermediária (10 a 49 avaliações)?","Na amostra, 55.56% dos filmes com gênero aventura e gênero suspense também apresentam popularidade intermediária (10 a 49 avaliações). A regra ocorre em 2.06% de todos os filmes e possui lift 1.11, indicando uma associação positiva, porém modesta.",esperada,"O suporte é baixo para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_acao, periodo_2000_2009}",{popularidade_media},0.04549191559331324,0.5551839464882944,1.1137252450444124,2,"Quando um filme apresenta gênero ação e lançamento entre 2000 e 2009, com que frequência ele também apresenta popularidade intermediária (10 a 49 avaliações)?","Na amostra, 55.52% dos filmes com gênero ação e lançamento entre 2000 e 2009 também apresentam popularidade intermediária (10 a 49 avaliações). A regra ocorre em 4.55% de todos os filmes e possui lift 1.11, indicando uma associação positiva, porém modesta.",esperada,"O suporte é intermediário para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_drama, genero_romance}",{avaliacao_media},0.07262263633872294,0.7123655913978495,1.112766285535425,2,"Quando um filme apresenta gênero drama e gênero romance, com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 71.24% dos filmes com gênero drama e gênero romance também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 7.26% de todos os filmes e possui lift 1.11, indicando uma associação positiva, porém modesta.",esperada,"O suporte é intermediário para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_crime, genero_drama}",{avaliacao_media},0.05234310770073993,0.7100371747211897,1.1091291312318583,2,"Quando um filme apresenta gênero crime e gênero drama, com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 71.00% dos filmes com gênero crime e gênero drama também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 5.23% de todos os filmes e possui lift 1.11, indicando uma associação positiva, porém modesta.",esperada,"O suporte é intermediário para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{periodo_2000_2009, popularidade_media}",{avaliacao_media},0.11098931214031242,0.7092819614711033,1.1079494338219418,2,"Quando um filme apresenta lançamento entre 2000 e 2009 e popularidade intermediária (10 a 49 avaliações), com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 70.93% dos filmes com lançamento entre 2000 e 2009 e popularidade intermediária (10 a 49 avaliações) também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 11.10% de todos os filmes e possui lift 1.11, indicando uma associação positiva, porém modesta.",esperada,"O suporte é alto para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_acao, genero_aventura}",{popularidade_media},0.0550835845437106,0.5521978021978022,1.1077348984165916,2,"Quando um filme apresenta gênero ação e gênero aventura, com que frequência ele também apresenta popularidade intermediária (10 a 49 avaliações)?","Na amostra, 55.22% dos filmes com gênero ação e gênero aventura também apresentam popularidade intermediária (10 a 49 avaliações). A regra ocorre em 5.51% de todos os filmes e possui lift 1.11, indicando uma associação positiva, porém modesta.",esperada,"O suporte é intermediário para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_aventura, genero_comedia}",{avaliacao_media},0.040010961907371884,0.7087378640776699,1.1070995145631068,2,"Quando um filme apresenta gênero aventura e gênero comédia, com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 70.87% dos filmes com gênero aventura e gênero comédia também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 4.00% de todos os filmes e possui lift 1.11, indicando uma associação positiva, porém modesta.",esperada,"O suporte é intermediário para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{avaliacao_media, genero_romance}",{popularidade_media},0.06741573033707865,0.5515695067264573,1.1064745079960652,2,"Quando um filme apresenta avaliação média intermediária (de 3,0 a menos de 4,0) e gênero romance, com que frequência ele também apresenta popularidade intermediária (10 a 49 avaliações)?","Na amostra, 55.16% dos filmes com avaliação média intermediária (de 3,0 a menos de 4,0) e gênero romance também apresentam popularidade intermediária (10 a 49 avaliações). A regra ocorre em 6.74% de todos os filmes e possui lift 1.11, indicando uma associação positiva, porém modesta.",esperada,"O suporte é intermediário para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_drama, genero_suspense}",{avaliacao_media},0.07673335160317896,0.7070707070707072,1.1044952954199532,2,"Quando um filme apresenta gênero drama e gênero suspense, com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 70.71% dos filmes com gênero drama e gênero suspense também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 7.67% de todos os filmes e possui lift 1.10, indicando uma associação positiva, porém modesta.",esperada,"O suporte é intermediário para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_animacao, genero_infantil}",{popularidade_media},0.02247191011235955,0.5503355704697986,1.1039991735262755,2,"Quando um filme apresenta gênero animação e gênero infantil, com que frequência ele também apresenta popularidade intermediária (10 a 49 avaliações)?","Na amostra, 55.03% dos filmes com gênero animação e gênero infantil também apresentam popularidade intermediária (10 a 49 avaliações). A regra ocorre em 2.25% de todos os filmes e possui lift 1.10, indicando uma associação positiva, porém modesta.",esperada,"O suporte é baixo para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_aventura, popularidade_media}",{avaliacao_media},0.0712523979172376,0.7065217391304348,1.1036377680166767,2,"Quando um filme apresenta gênero aventura e popularidade intermediária (10 a 49 avaliações), com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 70.65% dos filmes com gênero aventura e popularidade intermediária (10 a 49 avaliações) também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 7.13% de todos os filmes e possui lift 1.10, indicando uma associação positiva, porém modesta.",esperada,"O suporte é intermediário para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_acao, genero_suspense}",{popularidade_media},0.05864620443957248,0.5501285347043702,1.103583849992439,2,"Quando um filme apresenta gênero ação e gênero suspense, com que frequência ele também apresenta popularidade intermediária (10 a 49 avaliações)?","Na amostra, 55.01% dos filmes com gênero ação e gênero suspense também apresentam popularidade intermediária (10 a 49 avaliações). A regra ocorre em 5.86% de todos os filmes e possui lift 1.10, indicando uma associação positiva, porém modesta.",esperada,"O suporte é intermediário para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
"{genero_romance, periodo_1990_1999}",{avaliacao_media},0.04604001096190737,0.7058823529411765,1.1026390008058018,2,"Quando um filme apresenta gênero romance e lançamento entre 1990 e 1999, com que frequência ele também apresenta avaliação média intermediária (de 3,0 a menos de 4,0)?","Na amostra, 70.59% dos filmes com gênero romance e lançamento entre 1990 e 1999 também apresentam avaliação média intermediária (de 3,0 a menos de 4,0). A regra ocorre em 4.60% de todos os filmes e possui lift 1.10, indicando uma associação positiva, porém modesta.",esperada,"O suporte é intermediário para esta base. A confiança mostra a proporção condicional, enquanto o lift compara a coocorrência com o que seria esperado pelas frequências individuais. A regra descreve associação, não causalidade, e pode refletir convenções de classificação de gêneros, o recorte temporal e o filtro de filmes com pelo menos cinco avaliações.",útil para descrever combinações recorrentes e apoiar análises de catálogo; não deve ser usada isoladamente para recomendar filmes
